TIME,QUANTITY,PRICE
17/06/2022 12:09:59.118,1000000,1.36291
17/06/2022 12:33:41.143,1000000,1.3626
17/06/2022 12:08:32.828,1500000,1.36285
17/06/2022 12:34:11.288,500000,1.36259
17/06/2022 12:22:52.848,19000000,1.36266
17/06/2022 12:11:28.858,2000000,1.36278
17/06/2022 12:18:26.643,2000000,1.36268
17/06/2022 12:26:34.318,1000000,1.36247
17/06/2022 12:19:08.403,3000000,1.3627
17/06/2022 12:12:38.058,6000000,1.36274
17/06/2022 12:56:44.739,2000000,1.36244
17/06/2022 12:30:11.003,1500000,1.36275
17/06/2022 12:01:46.108,3500000,1.36295
17/06/2022 12:18:26.753,2000000,1.36267
17/06/2022 12:12:49.613,3500000,1.36275
17/06/2022 12:22:38.733,21000000,1.36266
17/06/2022 12:53:33.623,2000000,1.36252
17/06/2022 12:17:42.713,500000,1.36267
17/06/2022 12:14:53.938,1000000,1.36265
17/06/2022 12:14:27.093,2000000,1.36273
17/06/2022 12:08:32.108,1700000,1.36285
17/06/2022 12:28:33.368,1000000,1.36257
17/06/2022 12:07:09.363,1000000,1.36293
17/06/2022 12:56:40.813,1000000,1.3624
17/06/2022 12:30:20.893,1000000,1.36275
17/06/2022 12:39:24.745,4500000,1.36276
17/06/2022 12:31:22.418,4000000,1.36279
17/06/2022 12:15:37.864,3000000,1.3627
17/06/2022 12:56:06.533,1000000,1.36242
17/06/2022 12:19:30.723,1000000,1.36267
17/06/2022 12:20:14.043,1000000,1.36284
17/06/2022 12:27:37.313,1000000,1.36251
17/06/2022 12:22:27.443,3000000,1.36267
17/06/2022 12:04:18.127,2000000,1.36288
17/06/2022 12:43:08.938,1000000,1.36246
17/06/2022 12:15:00.418,3000000,1.36266
17/06/2022 12:00:26.518,2000000,1.36279
17/06/2022 12:00:04.118,1500000,1.36275
17/06/2022 12:46:57.363,1000000,1.36266
17/06/2022 12:21:13.318,2000000,1.36275
17/06/2022 12:15:01.633,1000000,1.36266
17/06/2022 12:59:50.178,2500000,1.3623
17/06/2022 12:25:40.108,3000000,1.36257
17/06/2022 12:43:00.118,3000000,1.36245
17/06/2022 12:28:22.773,2500000,1.36255
17/06/2022 12:15:21.829,1250000,1.36275
17/06/2022 12:24:20.303,2000000,1.36252
17/06/2022 12:31:22.343,1000000,1.3628
17/06/2022 12:07:16.711,1000000,1.36289
17/06/2022 12:41:29.112,6000000,1.36264
17/06/2022 12:27:44.633,2000000,1.36255
17/06/2022 12:03:22.258,1000000,1.36297
17/06/2022 12:34:39.373,1000000,1.36268
17/06/2022 12:13:52.318,4000000,1.36274
17/06/2022 12:58:47.838,1500000,1.36245
17/06/2022 12:26:48.343,500000,1.36255
17/06/2022 12:29:14.063,1500000,1.36265
17/06/2022 12:46:53.458,2000000,1.36268
17/06/2022 12:08:00.223,5000000,1.36286
17/06/2022 12:28:48.943,1000000,1.36261
17/06/2022 12:00:03.033,1000000,1.36266
17/06/2022 12:39:48.608,2000000,1.3627
17/06/2022 12:27:20.418,4000000,1.3625
17/06/2022 12:17:04.013,1000000,1.36267
17/06/2022 12:14:29.184,5500000,1.36266
17/06/2022 12:32:33.108,2000000,1.36268
17/06/2022 12:05:22.831,1000000,1.36292
17/06/2022 12:10:08.838,1000000,1.36282
17/06/2022 12:33:21.233,1000000,1.36258
17/06/2022 12:28:34.123,4250000,1.36256
17/06/2022 12:09:04.718,1000000,1.36283
17/06/2022 12:05:17.683,745000,1.36296
17/06/2022 12:39:07.663,2500000,1.36265
17/06/2022 12:53:29.943,1000000,1.36252
17/06/2022 12:20:35.103,3000000,1.36281
17/06/2022 12:13:51.693,6500000,1.36275
17/06/2022 12:36:26.260,7000000,1.36239
17/06/2022 12:18:26.242,1000000,1.36269
17/06/2022 12:19:30.528,2600000,1.36265
17/06/2022 12:34:03.913,500000,1.36259
17/06/2022 12:30:40.773,5000000,1.36269
17/06/2022 12:08:00.223,5620000,1.36286
17/06/2022 12:49:51.393,6500000,1.36256
17/06/2022 12:24:16.508,2500000,1.36258
17/06/2022 12:33:23.063,1000000,1.36257
17/06/2022 12:04:30.613,4000000,1.3628
17/06/2022 12:04:06.863,1000000,1.363
17/06/2022 12:20:51.113,2000000,1.36281
17/06/2022 12:05:17.668,3000000,1.36294
17/06/2022 12:04:46.333,500000,1.36285
17/06/2022 12:44:28.013,1500000,1.36246
17/06/2022 12:29:47.628,1000000,1.36276
17/06/2022 12:47:56.828,500000,1.3626
17/06/2022 12:28:58.108,1000000,1.36273
17/06/2022 12:00:03.518,500000,1.36276
17/06/2022 12:20:12.709,1000000,1.36277
17/06/2022 12:34:20.318,6620000,1.36266
17/06/2022 12:49:31.798,1000000,1.36262
17/06/2022 12:53:06.258,9880000,1.36256
17/06/2022 12:23:01.318,2000000,1.36253
17/06/2022 12:36:58.188,500000,1.36243
17/06/2022 12:03:29.663,3500000,1.36295
17/06/2022 12:00:43.112,1000000,1.36285
17/06/2022 12:44:31.028,1000000,1.36251
17/06/2022 12:20:23.698,125000,1.36286
17/06/2022 12:29:47.664,2000000,1.36275
17/06/2022 12:35:16.818,2000000,1.36256
17/06/2022 12:34:41.828,2000000,1.36267
17/06/2022 12:34:44.613,1000000,1.36265
17/06/2022 12:22:47.678,22000000,1.36266
17/06/2022 12:11:51.543,1000000,1.36287
17/06/2022 12:33:49.613,1500000,1.36256
17/06/2022 12:48:13.998,2000000,1.36266
17/06/2022 12:34:40.478,1500000,1.36265
17/06/2022 12:38:47.498,1000000,1.36266
17/06/2022 12:24:49.298,1000000,1.36248
17/06/2022 12:06:22.268,2000000,1.36295
17/06/2022 12:43:09.988,1000000,1.36249
17/06/2022 12:07:17.323,1000000,1.36283
17/06/2022 12:42:25.683,1000000,1.36264
17/06/2022 12:38:30.558,1000000,1.36266
17/06/2022 12:51:57.633,10000000,1.36252
17/06/2022 12:25:13.053,125000,1.36256
17/06/2022 12:48:16.357,500000,1.36265
17/06/2022 12:56:40.053,2000000,1.36239
17/06/2022 12:42:59.913,2000000,1.36248
17/06/2022 12:17:41.653,2500000,1.36265
17/06/2022 12:58:28.908,1000000,1.36242
17/06/2022 12:07:06.618,3000000,1.36289
17/06/2022 12:58:51.143,1000000,1.36247
17/06/2022 12:58:00.008,2000000,1.36241
17/06/2022 12:34:24.728,880000,1.36266
17/06/2022 12:48:14.003,1250000,1.36266
17/06/2022 12:24:31.819,3000000,1.36247
17/06/2022 12:35:18.118,500000,1.36253
17/06/2022 12:27:37.358,3000000,1.36251
17/06/2022 12:38:59.156,2250000,1.36266
17/06/2022 12:35:16.848,1000000,1.36255
17/06/2022 12:26:48.919,3000000,1.3625
17/06/2022 12:58:47.733,6000000,1.36249
17/06/2022 12:17:42.643,500000,1.36267
17/06/2022 12:53:30.788,1000000,1.36252
17/06/2022 12:26:03.863,1000000,1.36246
17/06/2022 12:14:57.802,1000000,1.36262
17/06/2022 12:41:24.593,10500000,1.36264
17/06/2022 12:34:07.628,500000,1.36259
17/06/2022 12:42:24.728,3880000,1.36266
17/06/2022 12:13:20.593,1000000,1.36276
17/06/2022 12:51:07.393,380000,1.36256
17/06/2022 12:59:52.608,1000000,1.3623
17/06/2022 12:44:57.433,2000000,1.36256
17/06/2022 12:58:35.974,1000000,1.36248
17/06/2022 12:37:48.983,2500000,1.36251
17/06/2022 12:46:00.628,2000000,1.36267
17/06/2022 12:36:17.112,4620000,1.36246
17/06/2022 12:11:38.873,2620000,1.36286
17/06/2022 12:19:30.538,1500000,1.36265
17/06/2022 12:27:08.713,4000000,1.3625
17/06/2022 12:11:26.213,3500000,1.36275
17/06/2022 12:12:51.113,1000000,1.36275
17/06/2022 12:34:44.708,2000000,1.36265
17/06/2022 12:59:38.464,1500000,1.36245
17/06/2022 12:12:49.133,1000000,1.36275
17/06/2022 12:21:04.908,2000000,1.36282
17/06/2022 12:17:56.523,3000000,1.36269
17/06/2022 12:04:05.488,1000000,1.363
17/06/2022 12:11:12.518,3000000,1.36281
17/06/2022 12:25:52.132,14750000,1.36246
17/06/2022 12:07:06.132,1000000,1.36291
17/06/2022 12:53:29.938,500000,1.36256
17/06/2022 12:36:08.318,8120000,1.36246
17/06/2022 12:10:08.142,1000000,1.36292
17/06/2022 12:43:03.418,1000000,1.36242
17/06/2022 12:59:42.128,500000,1.36237
17/06/2022 12:31:59.813,1000000,1.36278
17/06/2022 12:18:50.512,2000000,1.36271
17/06/2022 12:34:44.021,4750000,1.36266
17/06/2022 12:24:47.473,1500000,1.36245
17/06/2022 12:12:23.914,1000000,1.36282
17/06/2022 12:45:45.133,1500000,1.36257
17/06/2022 12:00:48.803,2000000,1.36285
17/06/2022 12:42:52.438,2000000,1.36248
17/06/2022 12:50:28.538,2000000,1.36257
17/06/2022 12:25:07.793,3000000,1.36254
17/06/2022 12:21:32.933,2180000,1.36278
17/06/2022 12:20:23.803,1000000,1.36287
17/06/2022 12:17:00.103,880000,1.36266
17/06/2022 12:14:51.818,6750000,1.36266
17/06/2022 12:31:02.837,1250000,1.36276
17/06/2022 12:12:35.628,2000000,1.36277
17/06/2022 12:27:44.238,2000000,1.36255
17/06/2022 12:29:41.112,1000000,1.36273
17/06/2022 12:42:18.674,1000000,1.36264
17/06/2022 12:37:01.453,625000,1.36246
17/06/2022 12:00:23.743,2000000,1.3627
17/06/2022 12:47:54.808,500000,1.36261
17/06/2022 12:15:20.413,1000000,1.36266
17/06/2022 12:19:16.143,1500000,1.36265
17/06/2022 12:51:01.883,11000000,1.36256
17/06/2022 12:14:30.997,2500000,1.36266
17/06/2022 12:26:47.393,1000000,1.3625
17/06/2022 12:11:52.518,2000000,1.36285
17/06/2022 12:20:00.173,1000000,1.36268
17/06/2022 12:14:29.643,1000000,1.36268
17/06/2022 12:45:08.994,1000000,1.36256
17/06/2022 12:58:07.718,1000000,1.36242
17/06/2022 12:19:55.283,3000000,1.3626
17/06/2022 12:20:36.103,4000000,1.36281
17/06/2022 12:52:22.908,3000000,1.36251
17/06/2022 12:06:22.273,2000000,1.36295
17/06/2022 12:29:53.823,4000000,1.36274
17/06/2022 12:37:37.833,500000,1.36248
17/06/2022 12:47:49.658,3000000,1.3626
17/06/2022 12:26:12.618,9000000,1.36246
17/06/2022 12:23:52.413,3500000,1.36257
17/06/2022 12:33:49.613,2000000,1.36257
17/06/2022 12:27:58.898,3000000,1.36254
17/06/2022 12:44:37.323,5000000,1.36249
17/06/2022 12:00:25.813,1000000,1.36277
17/06/2022 12:51:38.218,4000000,1.36254
17/06/2022 12:25:17.528,2000000,1.36254
17/06/2022 12:29:13.928,8000000,1.36264
17/06/2022 12:15:37.713,5000000,1.3627
17/06/2022 12:34:18.258,2000000,1.36259
17/06/2022 12:44:57.438,1000000,1.36256
17/06/2022 12:37:01.418,2750000,1.36246
17/06/2022 12:36:19.438,500000,1.36246
17/06/2022 12:51:56.043,3000000,1.36255
17/06/2022 12:53:30.073,1000000,1.36257
17/06/2022 12:06:14.323,1000000,1.36298
17/06/2022 12:41:35.608,4000000,1.36262
17/06/2022 12:19:08.688,3000000,1.36269
17/06/2022 12:47:32.813,1000000,1.36261
17/06/2022 12:42:30.138,1000000,1.36267
17/06/2022 12:30:57.113,1000000,1.36277
17/06/2022 12:43:01.623,3000000,1.36244
17/06/2022 12:25:13.083,380000,1.36256
17/06/2022 12:10:06.443,500000,1.36288
17/06/2022 12:53:22.653,7000000,1.36254
17/06/2022 12:32:09.798,2000000,1.36277
17/06/2022 12:42:38.583,1000000,1.36267
17/06/2022 12:20:25.108,6500000,1.36286
17/06/2022 12:06:28.992,6000000,1.36291
17/06/2022 12:03:22.183,125000,1.36296
17/06/2022 12:09:04.618,2000000,1.36282
17/06/2022 12:56:30.018,1000000,1.3624
17/06/2022 12:15:15.218,1500000,1.36266
17/06/2022 12:08:47.933,1000000,1.36281
17/06/2022 12:07:06.683,1000000,1.36293
17/06/2022 12:48:16.467,1000000,1.36262
17/06/2022 12:38:10.988,2000000,1.36266
17/06/2022 12:36:19.513,2000000,1.36244
17/06/2022 12:54:02.518,4000000,1.36251
17/06/2022 12:38:47.418,2000000,1.36265
17/06/2022 12:27:57.949,1250000,1.36256
17/06/2022 12:14:29.019,9750000,1.36266
17/06/2022 12:27:25.873,1000000,1.36252
17/06/2022 12:01:47.113,1500000,1.36295
17/06/2022 12:20:00.353,1000000,1.36276
17/06/2022 12:45:13.318,3000000,1.36251
17/06/2022 12:54:40.748,2000000,1.36243
17/06/2022 12:40:15.113,2000000,1.36261
17/06/2022 12:32:31.088,1000000,1.36274
17/06/2022 12:11:26.446,2000000,1.36276
17/06/2022 12:07:23.113,2000000,1.36287
17/06/2022 12:02:46.113,1000000,1.36292
17/06/2022 12:43:37.498,7750000,1.36246
17/06/2022 12:39:27.063,1000000,1.36282
17/06/2022 12:01:43.823,1000000,1.36296
17/06/2022 12:15:15.128,1000000,1.3627
17/06/2022 12:34:59.723,500000,1.36261
17/06/2022 12:42:47.313,3000000,1.36255
17/06/2022 12:26:02.613,1000000,1.36247
17/06/2022 12:14:05.483,3400000,1.36275
17/06/2022 12:45:08.589,2000000,1.36254
17/06/2022 12:24:29.573,1000000,1.36252
17/06/2022 12:37:02.138,3000000,1.36242
17/06/2022 12:58:47.833,6000000,1.36246
17/06/2022 12:58:52.118,1000000,1.36248
17/06/2022 12:30:34.107,4000000,1.36275
17/06/2022 12:39:48.513,4000000,1.3627
17/06/2022 12:10:08.187,1000000,1.36292
17/06/2022 12:17:42.543,4000000,1.36267
17/06/2022 12:45:42.828,1500000,1.36255
17/06/2022 12:09:08.413,2000000,1.36286
17/06/2022 12:24:01.408,28000000,1.36259
17/06/2022 12:24:19.733,7000000,1.36259
17/06/2022 12:58:51.143,1000000,1.36247
17/06/2022 12:49:31.813,1500000,1.36262
17/06/2022 12:34:46.808,1000000,1.36262
17/06/2022 12:58:45.662,2000000,1.36251
17/06/2022 12:38:59.136,1000000,1.36264
17/06/2022 12:00:15.263,1000000,1.36265
17/06/2022 12:04:17.683,1000000,1.36296
17/06/2022 12:56:03.593,1500000,1.36239
17/06/2022 12:43:03.413,1000000,1.36246
17/06/2022 12:53:22.618,1500000,1.36255
17/06/2022 12:14:54.413,1000000,1.36264
17/06/2022 12:20:38.323,5000000,1.36281
17/06/2022 12:45:42.813,1500000,1.36255
17/06/2022 12:24:46.928,5000000,1.36243
17/06/2022 12:45:58.778,3000000,1.36262
17/06/2022 12:52:39.143,4000000,1.36256
17/06/2022 12:36:32.338,4620000,1.36236
17/06/2022 12:51:38.043,1400000,1.36255
17/06/2022 12:20:36.028,4000000,1.36281
17/06/2022 12:06:22.273,2000000,1.36295
17/06/2022 12:09:28.918,1000000,1.36289
17/06/2022 12:33:22.213,2000000,1.36259
17/06/2022 12:02:06.113,1000000,1.36301
17/06/2022 12:16:36.413,3000000,1.36268
17/06/2022 12:28:54.854,3000000,1.36266
17/06/2022 12:10:12.763,3500000,1.36286
17/06/2022 12:48:06.543,500000,1.36263
17/06/2022 12:27:35.213,12500000,1.36249
17/06/2022 12:27:49.523,1000000,1.36254
17/06/2022 12:20:49.598,1000000,1.36284
17/06/2022 12:03:20.688,1000000,1.3629
17/06/2022 12:18:02.923,1500000,1.36267
17/06/2022 12:36:25.259,2000000,1.36244
17/06/2022 12:02:45.998,1000000,1.36291
17/06/2022 12:39:36.137,2000000,1.3628
17/06/2022 12:26:38.108,1000000,1.36248
17/06/2022 12:12:23.924,2000000,1.3628
17/06/2022 12:25:06.388,1500000,1.36255
17/06/2022 12:15:15.408,1000000,1.36265
17/06/2022 12:30:23.438,3000000,1.36276
17/06/2022 12:10:47.048,3100000,1.36281
17/06/2022 12:03:56.904,1000000,1.36307
17/06/2022 12:58:36.229,2000000,1.3625
17/06/2022 12:58:22.228,1000000,1.36243
17/06/2022 12:39:33.108,2000000,1.36282
17/06/2022 12:45:39.573,1000000,1.36257
17/06/2022 12:25:13.068,500000,1.36256
17/06/2022 12:25:13.068,500000,1.36256
17/06/2022 12:27:41.913,1000000,1.36254
17/06/2022 12:18:33.798,1000000,1.3627
17/06/2022 12:12:38.268,500000,1.36274
17/06/2022 12:28:56.870,1000000,1.36269
17/06/2022 12:10:08.808,3000000,1.36279
17/06/2022 12:37:21.908,2000000,1.3625
17/06/2022 12:15:21.754,950000,1.36275
17/06/2022 12:26:25.708,2000000,1.36247
17/06/2022 12:07:17.353,500000,1.36286
17/06/2022 12:15:20.634,4125000,1.36266
17/06/2022 12:30:56.768,1000000,1.36271
17/06/2022 12:48:47.373,7000000,1.36269
17/06/2022 12:29:51.164,2500000,1.36272
17/06/2022 12:42:24.813,1000000,1.36267
17/06/2022 12:11:51.513,1000000,1.36287
17/06/2022 12:42:46.878,1000000,1.3626
17/06/2022 12:50:08.742,1000000,1.36259
17/06/2022 12:45:39.563,2000000,1.3626
17/06/2022 12:42:24.608,1000000,1.36266
17/06/2022 12:15:21.708,1000000,1.36272
17/06/2022 12:39:32.688,2000000,1.36282
17/06/2022 12:28:25.208,1000000,1.36257
17/06/2022 12:06:14.358,2000000,1.363
17/06/2022 12:57:34.813,2000000,1.36241
17/06/2022 12:39:22.668,2000000,1.36269
17/06/2022 12:27:00.033,4000000,1.36251
17/06/2022 12:09:04.613,3120000,1.36286
17/06/2022 12:19:14.563,2380000,1.36266
17/06/2022 12:30:58.718,2000000,1.36277
17/06/2022 12:43:53.798,1000000,1.3625
17/06/2022 12:33:49.633,500000,1.36258
17/06/2022 12:14:53.943,1000000,1.36265
17/06/2022 12:01:20.638,1000000,1.36291
17/06/2022 12:31:13.008,1000000,1.36283
17/06/2022 12:51:26.313,4000000,1.3625
17/06/2022 12:48:17.468,2000000,1.36264
17/06/2022 12:05:52.983,1000000,1.363
17/06/2022 12:11:35.208,500000,1.36277
17/06/2022 12:20:36.058,4000000,1.36281
17/06/2022 12:47:48.368,2000000,1.3626
17/06/2022 12:25:07.713,2500000,1.36256
17/06/2022 12:39:52.008,11000000,1.36259
17/06/2022 12:59:03.808,2000000,1.36244
17/06/2022 12:39:36.227,1880000,1.36276
17/06/2022 12:57:32.458,4000000,1.36241
17/06/2022 12:36:24.108,1000000,1.36244
17/06/2022 12:36:17.893,1000000,1.36245
17/06/2022 12:12:38.323,1000000,1.36275
17/06/2022 12:19:27.923,1000000,1.36263
17/06/2022 12:29:23.588,4000000,1.36272
17/06/2022 12:53:31.473,7000000,1.36251
17/06/2022 12:49:51.553,1000000,1.36252
17/06/2022 12:58:35.859,2000000,1.36246
17/06/2022 12:03:07.908,3000000,1.36285
17/06/2022 12:27:45.834,1000000,1.36254
17/06/2022 12:39:23.523,1000000,1.36269
17/06/2022 12:48:56.708,1000000,1.36268
17/06/2022 12:59:58.119,7000000,1.36229
17/06/2022 12:15:22.723,1000000,1.36275
17/06/2022 12:01:24.608,1000000,1.36297
17/06/2022 12:30:10.988,2000000,1.36275
17/06/2022 12:55:02.598,1000000,1.36238
17/06/2022 12:37:00.083,2000000,1.36245
17/06/2022 12:07:17.353,9000000,1.36285
17/06/2022 12:47:16.258,1000000,1.36268
17/06/2022 12:34:23.908,1000000,1.36272
17/06/2022 12:50:33.608,3000000,1.36257
17/06/2022 12:36:26.243,8000000,1.36239
17/06/2022 12:26:12.918,2000000,1.36247
17/06/2022 12:29:47.654,1000000,1.36275
17/06/2022 12:58:48.863,3000000,1.36245
17/06/2022 12:27:49.238,1000000,1.36253
17/06/2022 12:15:09.743,1000000,1.36271
17/06/2022 12:07:27.193,2000000,1.36285
17/06/2022 12:03:36.743,1000000,1.36298
17/06/2022 12:22:36.053,21500000,1.36266
17/06/2022 12:02:57.414,1750000,1.36286
17/06/2022 12:27:53.718,1750000,1.36256
17/06/2022 12:51:42.473,7500000,1.36256
17/06/2022 12:49:51.288,1000000,1.36259
17/06/2022 12:17:04.508,1000000,1.36268
17/06/2022 12:16:58.532,1250000,1.36266
17/06/2022 12:28:14.618,1000000,1.36254
17/06/2022 12:00:04.518,2500000,1.36272
17/06/2022 12:20:13.214,1000000,1.36278
17/06/2022 12:35:17.723,1000000,1.36255
17/06/2022 12:47:18.418,3000000,1.36261
17/06/2022 12:05:16.013,7245000,1.36296
17/06/2022 12:45:07.592,3000000,1.36254
17/06/2022 12:51:38.038,2000000,1.36255
17/06/2022 12:06:14.353,1000000,1.36301
17/06/2022 12:12:35.733,3000000,1.36275
17/06/2022 12:51:18.458,1500000,1.36252
17/06/2022 12:29:02.428,1125000,1.36276
17/06/2022 12:11:28.868,1000000,1.36279
17/06/2022 12:56:28.593,1000000,1.3624
17/06/2022 12:32:51.558,1000000,1.36268
17/06/2022 12:53:22.633,3000000,1.36255
17/06/2022 12:26:14.823,2000000,1.36247
17/06/2022 12:10:08.212,5000000,1.3629
17/06/2022 12:38:49.812,2000000,1.36265
17/06/2022 12:07:16.450,3000000,1.36289
17/06/2022 12:34:41.123,2000000,1.36267
17/06/2022 12:04:46.863,1000000,1.36277
17/06/2022 12:25:20.413,1250000,1.36256
17/06/2022 12:26:49.848,4000000,1.36249
17/06/2022 12:34:59.112,2000000,1.36261
17/06/2022 12:04:32.618,4000000,1.36282
17/06/2022 12:48:53.212,1500000,1.36268
17/06/2022 12:25:49.623,1000000,1.36249
17/06/2022 12:24:32.753,9620000,1.36246
17/06/2022 12:50:07.308,1500000,1.36257
17/06/2022 12:01:48.113,1000000,1.363
17/06/2022 12:20:23.678,1000000,1.36285
17/06/2022 12:15:00.413,1000000,1.36266
17/06/2022 12:09:49.183,1000000,1.3629
17/06/2022 12:51:46.413,1000000,1.36258
17/06/2022 12:03:56.743,125000,1.36306
17/06/2022 12:48:11.832,1000000,1.36267
17/06/2022 12:10:29.313,1000000,1.36283
17/06/2022 12:28:31.011,1000000,1.36257
17/06/2022 12:42:46.678,1000000,1.36267
17/06/2022 12:03:29.318,11200000,1.36295
17/06/2022 12:05:30.643,3000000,1.36295
17/06/2022 12:27:46.094,9500000,1.36254
17/06/2022 12:05:30.919,3000000,1.36295
17/06/2022 12:47:51.708,3000000,1.36261
17/06/2022 12:37:01.598,5000000,1.36244
17/06/2022 12:15:21.219,1000000,1.36271
17/06/2022 12:26:54.718,11000000,1.36249
17/06/2022 12:34:59.593,1500000,1.3626
17/06/2022 12:11:38.863,250000,1.36286
17/06/2022 12:45:09.423,1000000,1.36252
17/06/2022 12:41:44.298,1000000,1.36265
